dteday;season;yr;weekday;hr;rider_type;riders;price;COGS;revenue;profit
2021-01-01 00:00:00.0000000;1;0;6;23;casual;15;3.99;1.24;59.8500;58.6100
2021-01-01 00:00:00.0000000;1;0;6;23;registered;24;3.99;1.24;95.7600;94.5200
2021-01-01 00:00:00.0000000;1;0;6;3;casual;3;3.99;1.24;11.9700;10.7300
2021-01-01 00:00:00.0000000;1;0;6;3;registered;10;3.99;1.24;39.9000;38.6600
2021-01-01 00:00:00.0000000;1;0;6;4;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-01 00:00:00.0000000;1;0;6;4;registered;1;3.99;1.24;3.9900;2.7500
2021-01-01 00:00:00.0000000;1;0;6;5;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-01 00:00:00.0000000;1;0;6;5;registered;1;3.99;1.24;3.9900;2.7500
2021-01-01 00:00:00.0000000;1;0;6;6;casual;2;3.99;1.24;7.9800;6.7400
2021-01-01 00:00:00.0000000;1;0;6;6;registered;0;3.99;1.24;0.0000;-1.2400
2021-01-01 00:00:00.0000000;1;0;6;7;casual;1;3.99;1.24;3.9900;2.7500
2021-01-01 00:00:00.0000000;1;0;6;7;registered;2;3.99;1.24;7.9800;6.7400
2021-01-01 00:00:00.0000000;1;0;6;8;casual;1;3.99;1.24;3.9900;2.7500
2021-01-01 00:00:00.0000000;1;0;6;8;registered;7;3.99;1.24;27.9300;26.6900
2021-01-01 00:00:00.0000000;1;0;6;9;casual;8;3.99;1.24;31.9200;30.6800
2021-01-01 00:00:00.0000000;1;0;6;9;registered;6;3.99;1.24;23.9400;22.7000
2021-01-02 00:00:00.0000000;1;0;0;0;casual;4;3.99;1.24;15.9600;14.7200
2021-01-02 00:00:00.0000000;1;0;0;0;registered;13;3.99;1.24;51.8700;50.6300
2021-01-02 00:00:00.0000000;1;0;0;1;casual;1;3.99;1.24;3.9900;2.7500
2021-01-02 00:00:00.0000000;1;0;0;1;registered;16;3.99;1.24;63.8400;62.6000
2021-01-02 00:00:00.0000000;1;0;0;10;casual;7;3.99;1.24;27.9300;26.6900
2021-01-02 00:00:00.0000000;1;0;0;10;registered;46;3.99;1.24;183.5400;182.3000
2021-01-02 00:00:00.0000000;1;0;0;11;casual;16;3.99;1.24;63.8400;62.6000
2021-01-02 00:00:00.0000000;1;0;0;11;registered;54;3.99;1.24;215.4600;214.2200
2021-01-02 00:00:00.0000000;1;0;0;12;casual;20;3.99;1.24;79.8000;78.5600
2021-01-02 00:00:00.0000000;1;0;0;12;registered;73;3.99;1.24;291.2700;290.0300
2021-01-02 00:00:00.0000000;1;0;0;13;casual;11;3.99;1.24;43.8900;42.6500
2021-01-02 00:00:00.0000000;1;0;0;13;registered;64;3.99;1.24;255.3600;254.1200
2021-01-02 00:00:00.0000000;1;0;0;14;casual;4;3.99;1.24;15.9600;14.7200
2021-01-02 00:00:00.0000000;1;0;0;14;registered;55;3.99;1.24;219.4500;218.2100
2021-01-02 00:00:00.0000000;1;0;0;15;casual;19;3.99;1.24;75.8100;74.5700
2021-01-02 00:00:00.0000000;1;0;0;15;registered;55;3.99;1.24;219.4500;218.2100
2021-01-02 00:00:00.0000000;1;0;0;16;casual;9;3.99;1.24;35.9100;34.6700
2021-01-02 00:00:00.0000000;1;0;0;16;registered;67;3.99;1.24;267.3300;266.0900
2021-01-02 00:00:00.0000000;1;0;0;17;casual;7;3.99;1.24;27.9300;26.6900
2021-01-02 00:00:00.0000000;1;0;0;17;registered;58;3.99;1.24;231.4200;230.1800
2021-01-02 00:00:00.0000000;1;0;0;18;casual;10;3.99;1.24;39.9000;38.6600
2021-01-02 00:00:00.0000000;1;0;0;18;registered;43;3.99;1.24;171.5700;170.3300
2021-01-02 00:00:00.0000000;1;0;0;19;casual;1;3.99;1.24;3.9900;2.7500
2021-01-02 00:00:00.0000000;1;0;0;19;registered;29;3.99;1.24;115.7100;114.4700
2021-01-02 00:00:00.0000000;1;0;0;2;casual;1;3.99;1.24;3.9900;2.7500
2021-01-02 00:00:00.0000000;1;0;0;2;registered;8;3.99;1.24;31.9200;30.6800
2021-01-02 00:00:00.0000000;1;0;0;20;casual;5;3.99;1.24;19.9500;18.7100
2021-01-02 00:00:00.0000000;1;0;0;20;registered;17;3.99;1.24;67.8300;66.5900
2021-01-02 00:00:00.0000000;1;0;0;21;casual;11;3.99;1.24;43.8900;42.6500
2021-01-02 00:00:00.0000000;1;0;0;21;registered;20;3.99;1.24;79.8000;78.5600
2021-01-02 00:00:00.0000000;1;0;0;22;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-02 00:00:00.0000000;1;0;0;22;registered;9;3.99;1.24;35.9100;34.6700
2021-01-02 00:00:00.0000000;1;0;0;23;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-02 00:00:00.0000000;1;0;0;23;registered;8;3.99;1.24;31.9200;30.6800
2021-01-02 00:00:00.0000000;1;0;0;3;casual;2;3.99;1.24;7.9800;6.7400
2021-01-02 00:00:00.0000000;1;0;0;3;registered;4;3.99;1.24;15.9600;14.7200
2021-01-02 00:00:00.0000000;1;0;0;4;casual;2;3.99;1.24;7.9800;6.7400
2021-01-02 00:00:00.0000000;1;0;0;4;registered;1;3.99;1.24;3.9900;2.7500
2021-01-02 00:00:00.0000000;1;0;0;6;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-02 00:00:00.0000000;1;0;0;6;registered;2;3.99;1.24;7.9800;6.7400
2021-01-02 00:00:00.0000000;1;0;0;7;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-02 00:00:00.0000000;1;0;0;7;registered;1;3.99;1.24;3.9900;2.7500
2021-01-02 00:00:00.0000000;1;0;0;8;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-02 00:00:00.0000000;1;0;0;8;registered;8;3.99;1.24;31.9200;30.6800
2021-01-02 00:00:00.0000000;1;0;0;9;casual;1;3.99;1.24;3.9900;2.7500
2021-01-02 00:00:00.0000000;1;0;0;9;registered;19;3.99;1.24;75.8100;74.5700
2021-01-03 00:00:00.0000000;1;0;1;0;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-03 00:00:00.0000000;1;0;1;0;registered;5;3.99;1.24;19.9500;18.7100
2021-01-03 00:00:00.0000000;1;0;1;1;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-03 00:00:00.0000000;1;0;1;1;registered;2;3.99;1.24;7.9800;6.7400
2021-01-03 00:00:00.0000000;1;0;1;10;casual;11;3.99;1.24;43.8900;42.6500
2021-01-03 00:00:00.0000000;1;0;1;10;registered;33;3.99;1.24;131.6700;130.4300
2021-01-03 00:00:00.0000000;1;0;1;11;casual;10;3.99;1.24;39.9000;38.6600
2021-01-03 00:00:00.0000000;1;0;1;11;registered;41;3.99;1.24;163.5900;162.3500
2021-01-03 00:00:00.0000000;1;0;1;12;casual;13;3.99;1.24;51.8700;50.6300
2021-01-03 00:00:00.0000000;1;0;1;12;registered;48;3.99;1.24;191.5200;190.2800
2021-01-03 00:00:00.0000000;1;0;1;13;casual;8;3.99;1.24;31.9200;30.6800
2021-01-03 00:00:00.0000000;1;0;1;13;registered;53;3.99;1.24;211.4700;210.2300
2021-01-03 00:00:00.0000000;1;0;1;14;casual;11;3.99;1.24;43.8900;42.6500
2021-01-03 00:00:00.0000000;1;0;1;14;registered;66;3.99;1.24;263.3400;262.1000
2021-01-03 00:00:00.0000000;1;0;1;15;casual;14;3.99;1.24;55.8600;54.6200
2021-01-03 00:00:00.0000000;1;0;1;15;registered;58;3.99;1.24;231.4200;230.1800
2021-01-03 00:00:00.0000000;1;0;1;16;casual;9;3.99;1.24;35.9100;34.6700
2021-01-03 00:00:00.0000000;1;0;1;16;registered;67;3.99;1.24;267.3300;266.0900
2021-01-03 00:00:00.0000000;1;0;1;17;casual;11;3.99;1.24;43.8900;42.6500
2021-01-03 00:00:00.0000000;1;0;1;17;registered;146;3.99;1.24;582.5400;581.3000
2021-01-03 00:00:00.0000000;1;0;1;18;casual;9;3.99;1.24;35.9100;34.6700
2021-01-03 00:00:00.0000000;1;0;1;18;registered;148;3.99;1.24;590.5200;589.2800
2021-01-03 00:00:00.0000000;1;0;1;19;casual;8;3.99;1.24;31.9200;30.6800
2021-01-03 00:00:00.0000000;1;0;1;19;registered;102;3.99;1.24;406.9800;405.7400
2021-01-03 00:00:00.0000000;1;0;1;20;casual;3;3.99;1.24;11.9700;10.7300
2021-01-03 00:00:00.0000000;1;0;1;20;registered;49;3.99;1.24;195.5100;194.2700
2021-01-03 00:00:00.0000000;1;0;1;21;casual;3;3.99;1.24;11.9700;10.7300
2021-01-03 00:00:00.0000000;1;0;1;21;registered;49;3.99;1.24;195.5100;194.2700
2021-01-03 00:00:00.0000000;1;0;1;22;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-03 00:00:00.0000000;1;0;1;22;registered;20;3.99;1.24;79.8000;78.5600
2021-01-03 00:00:00.0000000;1;0;1;23;casual;1;3.99;1.24;3.9900;2.7500
2021-01-03 00:00:00.0000000;1;0;1;23;registered;11;3.99;1.24;43.8900;42.6500
2021-01-03 00:00:00.0000000;1;0;1;4;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-03 00:00:00.0000000;1;0;1;4;registered;1;3.99;1.24;3.9900;2.7500
2021-01-03 00:00:00.0000000;1;0;1;5;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-03 00:00:00.0000000;1;0;1;5;registered;3;3.99;1.24;11.9700;10.7300
2021-01-03 00:00:00.0000000;1;0;1;6;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-03 00:00:00.0000000;1;0;1;6;registered;30;3.99;1.24;119.7000;118.4600
2021-01-03 00:00:00.0000000;1;0;1;7;casual;1;3.99;1.24;3.9900;2.7500
2021-01-03 00:00:00.0000000;1;0;1;7;registered;63;3.99;1.24;251.3700;250.1300
2021-01-03 00:00:00.0000000;1;0;1;8;casual;1;3.99;1.24;3.9900;2.7500
2021-01-03 00:00:00.0000000;1;0;1;8;registered;153;3.99;1.24;610.4700;609.2300
2021-01-03 00:00:00.0000000;1;0;1;9;casual;7;3.99;1.24;27.9300;26.6900
2021-01-03 00:00:00.0000000;1;0;1;9;registered;81;3.99;1.24;323.1900;321.9500
2021-01-04 00:00:00.0000000;1;0;2;0;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-04 00:00:00.0000000;1;0;2;0;registered;5;3.99;1.24;19.9500;18.7100
2021-01-04 00:00:00.0000000;1;0;2;1;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-04 00:00:00.0000000;1;0;2;1;registered;2;3.99;1.24;7.9800;6.7400
2021-01-04 00:00:00.0000000;1;0;2;10;casual;5;3.99;1.24;19.9500;18.7100
2021-01-04 00:00:00.0000000;1;0;2;10;registered;37;3.99;1.24;147.6300;146.3900
2021-01-04 00:00:00.0000000;1;0;2;11;casual;7;3.99;1.24;27.9300;26.6900
2021-01-04 00:00:00.0000000;1;0;2;11;registered;50;3.99;1.24;199.5000;198.2600
2021-01-04 00:00:00.0000000;1;0;2;12;casual;12;3.99;1.24;47.8800;46.6400
2021-01-04 00:00:00.0000000;1;0;2;12;registered;66;3.99;1.24;263.3400;262.1000
2021-01-04 00:00:00.0000000;1;0;2;13;casual;18;3.99;1.24;71.8200;70.5800
2021-01-04 00:00:00.0000000;1;0;2;13;registered;79;3.99;1.24;315.2100;313.9700
2021-01-04 00:00:00.0000000;1;0;2;14;casual;9;3.99;1.24;35.9100;34.6700
2021-01-04 00:00:00.0000000;1;0;2;14;registered;54;3.99;1.24;215.4600;214.2200
2021-01-04 00:00:00.0000000;1;0;2;15;casual;17;3.99;1.24;67.8300;66.5900
2021-01-04 00:00:00.0000000;1;0;2;15;registered;48;3.99;1.24;191.5200;190.2800
2021-01-04 00:00:00.0000000;1;0;2;16;casual;15;3.99;1.24;59.8500;58.6100
2021-01-04 00:00:00.0000000;1;0;2;16;registered;68;3.99;1.24;271.3200;270.0800
2021-01-04 00:00:00.0000000;1;0;2;17;casual;10;3.99;1.24;39.9000;38.6600
2021-01-04 00:00:00.0000000;1;0;2;17;registered;202;3.99;1.24;805.9800;804.7400
2021-01-04 00:00:00.0000000;1;0;2;18;casual;3;3.99;1.24;11.9700;10.7300
2021-01-04 00:00:00.0000000;1;0;2;18;registered;179;3.99;1.24;714.2100;712.9700
2021-01-04 00:00:00.0000000;1;0;2;19;casual;2;3.99;1.24;7.9800;6.7400
2021-01-04 00:00:00.0000000;1;0;2;19;registered;110;3.99;1.24;438.9000;437.6600
2021-01-04 00:00:00.0000000;1;0;2;2;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-04 00:00:00.0000000;1;0;2;2;registered;1;3.99;1.24;3.9900;2.7500
2021-01-04 00:00:00.0000000;1;0;2;20;casual;1;3.99;1.24;3.9900;2.7500
2021-01-04 00:00:00.0000000;1;0;2;20;registered;53;3.99;1.24;211.4700;210.2300
2021-01-04 00:00:00.0000000;1;0;2;21;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-04 00:00:00.0000000;1;0;2;21;registered;48;3.99;1.24;191.5200;190.2800
2021-01-04 00:00:00.0000000;1;0;2;22;casual;1;3.99;1.24;3.9900;2.7500
2021-01-04 00:00:00.0000000;1;0;2;22;registered;34;3.99;1.24;135.6600;134.4200
2021-01-04 00:00:00.0000000;1;0;2;23;casual;2;3.99;1.24;7.9800;6.7400
2021-01-04 00:00:00.0000000;1;0;2;23;registered;9;3.99;1.24;35.9100;34.6700
2021-01-04 00:00:00.0000000;1;0;2;4;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-04 00:00:00.0000000;1;0;2;4;registered;2;3.99;1.24;7.9800;6.7400
2021-01-04 00:00:00.0000000;1;0;2;5;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-04 00:00:00.0000000;1;0;2;5;registered;4;3.99;1.24;15.9600;14.7200
2021-01-04 00:00:00.0000000;1;0;2;6;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-04 00:00:00.0000000;1;0;2;6;registered;36;3.99;1.24;143.6400;142.4000
2021-01-04 00:00:00.0000000;1;0;2;7;casual;2;3.99;1.24;7.9800;6.7400
2021-01-04 00:00:00.0000000;1;0;2;7;registered;92;3.99;1.24;367.0800;365.8400
2021-01-04 00:00:00.0000000;1;0;2;8;casual;2;3.99;1.24;7.9800;6.7400
2021-01-04 00:00:00.0000000;1;0;2;8;registered;177;3.99;1.24;706.2300;704.9900
2021-01-04 00:00:00.0000000;1;0;2;9;casual;2;3.99;1.24;7.9800;6.7400
2021-01-04 00:00:00.0000000;1;0;2;9;registered;98;3.99;1.24;391.0200;389.7800
2021-01-05 00:00:00.0000000;1;0;3;0;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-05 00:00:00.0000000;1;0;3;0;registered;6;3.99;1.24;23.9400;22.7000
2021-01-05 00:00:00.0000000;1;0;3;1;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-05 00:00:00.0000000;1;0;3;1;registered;6;3.99;1.24;23.9400;22.7000
2021-01-05 00:00:00.0000000;1;0;3;10;casual;4;3.99;1.24;15.9600;14.7200
2021-01-05 00:00:00.0000000;1;0;3;10;registered;53;3.99;1.24;211.4700;210.2300
2021-01-05 00:00:00.0000000;1;0;3;11;casual;12;3.99;1.24;47.8800;46.6400
2021-01-05 00:00:00.0000000;1;0;3;11;registered;34;3.99;1.24;135.6600;134.4200
2021-01-05 00:00:00.0000000;1;0;3;12;casual;5;3.99;1.24;19.9500;18.7100
2021-01-05 00:00:00.0000000;1;0;3;12;registered;74;3.99;1.24;295.2600;294.0200
2021-01-05 00:00:00.0000000;1;0;3;13;casual;6;3.99;1.24;23.9400;22.7000
2021-01-05 00:00:00.0000000;1;0;3;13;registered;65;3.99;1.24;259.3500;258.1100
2021-01-05 00:00:00.0000000;1;0;3;14;casual;10;3.99;1.24;39.9000;38.6600
2021-01-05 00:00:00.0000000;1;0;3;14;registered;52;3.99;1.24;207.4800;206.2400
2021-01-05 00:00:00.0000000;1;0;3;15;casual;7;3.99;1.24;27.9300;26.6900
2021-01-05 00:00:00.0000000;1;0;3;15;registered;55;3.99;1.24;219.4500;218.2100
2021-01-05 00:00:00.0000000;1;0;3;16;casual;4;3.99;1.24;15.9600;14.7200
2021-01-05 00:00:00.0000000;1;0;3;16;registered;85;3.99;1.24;339.1500;337.9100
2021-01-05 00:00:00.0000000;1;0;3;17;casual;4;3.99;1.24;15.9600;14.7200
2021-01-05 00:00:00.0000000;1;0;3;17;registered;186;3.99;1.24;742.1400;740.9000
2021-01-05 00:00:00.0000000;1;0;3;18;casual;3;3.99;1.24;11.9700;10.7300
2021-01-05 00:00:00.0000000;1;0;3;18;registered;166;3.99;1.24;662.3400;661.1000
2021-01-05 00:00:00.0000000;1;0;3;19;casual;5;3.99;1.24;19.9500;18.7100
2021-01-05 00:00:00.0000000;1;0;3;19;registered;127;3.99;1.24;506.7300;505.4900
2021-01-05 00:00:00.0000000;1;0;3;2;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-05 00:00:00.0000000;1;0;3;2;registered;2;3.99;1.24;7.9800;6.7400
2021-01-05 00:00:00.0000000;1;0;3;20;casual;7;3.99;1.24;27.9300;26.6900
2021-01-05 00:00:00.0000000;1;0;3;20;registered;82;3.99;1.24;327.1800;325.9400
2021-01-05 00:00:00.0000000;1;0;3;21;casual;3;3.99;1.24;11.9700;10.7300
2021-01-05 00:00:00.0000000;1;0;3;21;registered;40;3.99;1.24;159.6000;158.3600
2021-01-05 00:00:00.0000000;1;0;3;22;casual;1;3.99;1.24;3.9900;2.7500
2021-01-05 00:00:00.0000000;1;0;3;22;registered;41;3.99;1.24;163.5900;162.3500
2021-01-05 00:00:00.0000000;1;0;3;23;casual;1;3.99;1.24;3.9900;2.7500
2021-01-05 00:00:00.0000000;1;0;3;23;registered;18;3.99;1.24;71.8200;70.5800
2021-01-05 00:00:00.0000000;1;0;3;4;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-05 00:00:00.0000000;1;0;3;4;registered;2;3.99;1.24;7.9800;6.7400
2021-01-05 00:00:00.0000000;1;0;3;5;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-05 00:00:00.0000000;1;0;3;5;registered;3;3.99;1.24;11.9700;10.7300
2021-01-05 00:00:00.0000000;1;0;3;6;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-05 00:00:00.0000000;1;0;3;6;registered;33;3.99;1.24;131.6700;130.4300
2021-01-05 00:00:00.0000000;1;0;3;7;casual;1;3.99;1.24;3.9900;2.7500
2021-01-05 00:00:00.0000000;1;0;3;7;registered;87;3.99;1.24;347.1300;345.8900
2021-01-05 00:00:00.0000000;1;0;3;8;casual;3;3.99;1.24;11.9700;10.7300
2021-01-05 00:00:00.0000000;1;0;3;8;registered;192;3.99;1.24;766.0800;764.8400
2021-01-05 00:00:00.0000000;1;0;3;9;casual;6;3.99;1.24;23.9400;22.7000
2021-01-05 00:00:00.0000000;1;0;3;9;registered;109;3.99;1.24;434.9100;433.6700
2021-01-06 00:00:00.0000000;1;0;4;0;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-06 00:00:00.0000000;1;0;4;0;registered;11;3.99;1.24;43.8900;42.6500
2021-01-06 00:00:00.0000000;1;0;4;1;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-06 00:00:00.0000000;1;0;4;1;registered;4;3.99;1.24;15.9600;14.7200
2021-01-06 00:00:00.0000000;1;0;4;10;casual;3;3.99;1.24;11.9700;10.7300
2021-01-06 00:00:00.0000000;1;0;4;10;registered;42;3.99;1.24;167.5800;166.3400
2021-01-06 00:00:00.0000000;1;0;4;11;casual;2;3.99;1.24;7.9800;6.7400
2021-01-06 00:00:00.0000000;1;0;4;11;registered;57;3.99;1.24;227.4300;226.1900
2021-01-06 00:00:00.0000000;1;0;4;12;casual;6;3.99;1.24;23.9400;22.7000
2021-01-06 00:00:00.0000000;1;0;4;12;registered;78;3.99;1.24;311.2200;309.9800
2021-01-06 00:00:00.0000000;1;0;4;13;casual;12;3.99;1.24;47.8800;46.6400
2021-01-06 00:00:00.0000000;1;0;4;13;registered;55;3.99;1.24;219.4500;218.2100
2021-01-06 00:00:00.0000000;1;0;4;14;casual;11;3.99;1.24;43.8900;42.6500
2021-01-06 00:00:00.0000000;1;0;4;14;registered;59;3.99;1.24;235.4100;234.1700
2021-01-06 00:00:00.0000000;1;0;4;15;casual;8;3.99;1.24;31.9200;30.6800
2021-01-06 00:00:00.0000000;1;0;4;15;registered;54;3.99;1.24;215.4600;214.2200
2021-01-06 00:00:00.0000000;1;0;4;16;casual;12;3.99;1.24;47.8800;46.6400
2021-01-06 00:00:00.0000000;1;0;4;16;registered;74;3.99;1.24;295.2600;294.0200
2021-01-06 00:00:00.0000000;1;0;4;17;casual;9;3.99;1.24;35.9100;34.6700
2021-01-06 00:00:00.0000000;1;0;4;17;registered;163;3.99;1.24;650.3700;649.1300
2021-01-06 00:00:00.0000000;1;0;4;18;casual;5;3.99;1.24;19.9500;18.7100
2021-01-06 00:00:00.0000000;1;0;4;18;registered;158;3.99;1.24;630.4200;629.1800
2021-01-06 00:00:00.0000000;1;0;4;19;casual;3;3.99;1.24;11.9700;10.7300
2021-01-06 00:00:00.0000000;1;0;4;19;registered;109;3.99;1.24;434.9100;433.6700
2021-01-06 00:00:00.0000000;1;0;4;2;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-06 00:00:00.0000000;1;0;4;2;registered;2;3.99;1.24;7.9800;6.7400
2021-01-06 00:00:00.0000000;1;0;4;20;casual;3;3.99;1.24;11.9700;10.7300
2021-01-06 00:00:00.0000000;1;0;4;20;registered;66;3.99;1.24;263.3400;262.1000
2021-01-06 00:00:00.0000000;1;0;4;21;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-06 00:00:00.0000000;1;0;4;21;registered;48;3.99;1.24;191.5200;190.2800
2021-01-06 00:00:00.0000000;1;0;4;22;casual;1;3.99;1.24;3.9900;2.7500
2021-01-06 00:00:00.0000000;1;0;4;22;registered;51;3.99;1.24;203.4900;202.2500
2021-01-06 00:00:00.0000000;1;0;4;23;casual;4;3.99;1.24;15.9600;14.7200
2021-01-06 00:00:00.0000000;1;0;4;23;registered;19;3.99;1.24;75.8100;74.5700
2021-01-06 00:00:00.0000000;1;0;4;4;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-06 00:00:00.0000000;1;0;4;4;registered;1;3.99;1.24;3.9900;2.7500
2021-01-06 00:00:00.0000000;1;0;4;5;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-06 00:00:00.0000000;1;0;4;5;registered;4;3.99;1.24;15.9600;14.7200
2021-01-06 00:00:00.0000000;1;0;4;6;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-06 00:00:00.0000000;1;0;4;6;registered;36;3.99;1.24;143.6400;142.4000
2021-01-06 00:00:00.0000000;1;0;4;7;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-06 00:00:00.0000000;1;0;4;7;registered;95;3.99;1.24;379.0500;377.8100
2021-01-06 00:00:00.0000000;1;0;4;8;casual;3;3.99;1.24;11.9700;10.7300
2021-01-06 00:00:00.0000000;1;0;4;8;registered;216;3.99;1.24;861.8400;860.6000
2021-01-06 00:00:00.0000000;1;0;4;9;casual;6;3.99;1.24;23.9400;22.7000
2021-01-06 00:00:00.0000000;1;0;4;9;registered;116;3.99;1.24;462.8400;461.6000
2021-01-07 00:00:00.0000000;1;0;5;0;casual;4;3.99;1.24;15.9600;14.7200
2021-01-07 00:00:00.0000000;1;0;5;0;registered;13;3.99;1.24;51.8700;50.6300
2021-01-07 00:00:00.0000000;1;0;5;1;casual;2;3.99;1.24;7.9800;6.7400
2021-01-07 00:00:00.0000000;1;0;5;1;registered;5;3.99;1.24;19.9500;18.7100
2021-01-07 00:00:00.0000000;1;0;5;10;casual;16;3.99;1.24;63.8400;62.6000
2021-01-07 00:00:00.0000000;1;0;5;10;registered;47;3.99;1.24;187.5300;186.2900
2021-01-07 00:00:00.0000000;1;0;5;11;casual;19;3.99;1.24;75.8100;74.5700
2021-01-07 00:00:00.0000000;1;0;5;11;registered;48;3.99;1.24;191.5200;190.2800
2021-01-07 00:00:00.0000000;1;0;5;12;casual;9;3.99;1.24;35.9100;34.6700
2021-01-07 00:00:00.0000000;1;0;5;12;registered;50;3.99;1.24;199.5000;198.2600
2021-01-07 00:00:00.0000000;1;0;5;13;casual;9;3.99;1.24;35.9100;34.6700
2021-01-07 00:00:00.0000000;1;0;5;13;registered;64;3.99;1.24;255.3600;254.1200
2021-01-07 00:00:00.0000000;1;0;5;14;casual;7;3.99;1.24;27.9300;26.6900
